,posts,company,type
237," <Vietnamese and Bahasa below>🎉 We are pleased to announce Visa Foundation’s anchor investment in the Beacon Fund! Beacon is the Visa Foundation’s first investment in a Southeast Asia-focused regional fund and will help us unlock more gender lens investments into dynamic and growing SMEs. 🌏 We are grateful to see Beacon’s commitment to holistically supporting the capital needs of women-owned and women-led small businesses in Southeast Asia being recognised by such an influential investor. We are extremely excited to have Visa Foundation on board and we look forward to our future collaboration.🔎 Learn more here: https://lnkd.in/dvDxGThn--------------------------------------🎉 Chúng tôi vui mừng thông báo Quỹ Visa Foundation đã quyết định đầu tư vào Quỹ Beacon Fund! Đây cũng chính là khoản đầu tư đầu tiên của Visa Foundation dành cho một quỹ đầu tư tập trung vào khu vực Đông Nam Á. Với khoản đầu tư này, Beacon Fund sẽ mở rộng phạm vi đầu tư qua lăng kính giới cho các doanh nghiệp vừa và nhỏ có tiềm năng và đang phát triển.🌏 Chúng tôi cảm thấy biết ơn khi cam kết của Beacon trong việc hỗ trợ toàn diện cho những nhu cầu về vốn của các doanh nghiệp nhỏ do phụ nữ làm chủ và phụ nữ lãnh đạo tại khu vực Đông Nam Á được công nhận bởi một nhà đầu tư có tầm ảnh hưởng lớn như vậy. Chúng tôi rất vinh dự và mong chờ được hợp tác và đồng hành cùng Quỹ Visa Foundation trong chặng đường sắp tới.🔎 Đọc thêm tại đây: https://lnkd.in/dvDxGThn--------------------------------------🎉 Dengan bangga, kami mengumumkan keputusan investasi jangkar Visa Foundation di Beacon Fund. Beacon adalah investasi perdana Visa Foundation dalam dana regional yang berfokus pada Asia Tenggara. Kami akan membuka lebih luas peluang investasi berprinsip kesetaraan gender menjadi UKM yang dinamis dan berkembang. 🌏 Kami berterima kasih dan bangga bahwa komitmen Beacon Fund untuk secara holistik mendukung kebutuhan permodalan usaha kecil yang dimiliki dan dipimpin oleh perempuan di Asia Tenggara diakui oleh investor global yang memiliki pengaruh kuat. Kami sangat antusias dengan bergabungnya Visa Foundation dan terhadap kemungkinan berkolaborasi di masa depan. 🔎 Pelajari lebih lanjut: https://lnkd.in/dvDxGThnShuyin Tang Rong Hui Kan An Nguyen Hoang Nguyen Yen Do Mouna Aouri Tuan La, JD, MBA Trang Ngo#genderlensinvesting #impactinvesting #femaleentrepreneurs #smesfinance #debtinvesting #genderequality #vietnam #indonesia #southeastasia",Visa,innovative
238," Entrepreneurship is nothing if not a learning experience. This #NSBW2022, Honey Mama's founder Christy Goldsby shares some of what she's learned scaling her business from farmer's market stall to national brand: https://vi.sa/3OTaGya ",Visa,innovative
239, It was an honor to host the inaugural class of Visa Black Scholars at our HQ. It is just one part of our commitment to fostering diverse talent to become the future leaders at Visa. Take a look at the summit highlights.  #LifeAtVisa ,Visa,innovative
240," I sat down with Fortune for a wide-ranging discussion on the future of money, how Visa is growing our capabilities to meet the demands of global money movement, and how in-person collaboration shaped my career. Read more:",Visa,innovative
241," Feature phones, stablecoins, and NFTs. Three things Leaf Global Fintech, 2021 winner of the Inclusive Fintech 50, uses to help refugees keep and make money when their world is turned upside down. Read more, about Leaf and IF50: https://vi.sa/3AP7VsW.",Visa,innovative
242," Proposez une expérience de paiement Frictionless grâce au protocole EMV® 3DS* 2.2. La dernière version 3D Secure de Visa vous permet désormais d’utiliser toutes les exemptions PSD2 SCA en vous offrant :     -   Un taux de frictionless de 75 % (taux constaté sur les exemptions TRA Acquéreur)     -   Baisse du taux d’abandon panier      -   Amélioration du taux d’autorisation Cliquez ici (lien vers l’infographie : https://vi.sa/3B1GHzu) pour télécharger notre infographie et en savoir plus sur la façon dont l’exemption TRA Acquéreur TRA avec EMV® 3DS 2.2 peut vous aider.*EMV® est une marque déposée aux États-Unis et dans d'autres pays et une marque non déposée ailleurs. La marque déposée EMV est détenue par EMVCo, LLC Frictionless : sans friction",Visa,innovative
243, Visa’s #EverywhereIntiative is spotlighting LGBTQ+ startup founders this #PrideMonth 🏳️‍ 🌈 . Don’t miss your opportunity to unlock new opportunities. Applications for Visa’s LGBTQ+ Special Edition competition close on June 5. Apply here: https://vi.sa/3Mc2cQ9,Visa,innovative
244, Visa Purchase Alerts notify you in near real-time of possible fraudulent activities on your enrolled card. Visit https://vi.sa/3tcJalY to learn more about alerts and to see if your Visa card is eligible.,Visa,innovative
245, US$25 billion. That’s how much Visa has prevented in fraud annually. Join Lubna Akhtar from Visa Consulting & Analytics as she explains how deep learning techniques are used to keep the global payments system safe.,Visa,innovative
246," The World Bank Global Findex reports huge gains in driving financial inclusion in underrepresented communities and gender equity around the world. Visa is proud to partner in this progress, having achieved our commitment to the World Bank’s goal of Universal Financial Access by 2020 and reaching 90 million people and businesses through our financial education programs. Read the report on how digital payments are expanding and uplifting more people everywhere: https://vi.sa/3IvfSWa #GlobalFindex ",Visa,innovative
247," As a global leader in digital money movement, Visa is driving innovation in the crypto ecosystem. Read how we’re powering the future of consumer payments: https://vi.sa/3P8Uad2Cuy Sheffield",Visa,innovative
248," With the rise of digital payments comes a rise in #cybersecurity threats from fraudsters. Visa Consulting & Analytics (VCA) shares five key cyber trends to help you stay on top of 5 key cyber trends:  Ecommerce has grown exponentially in the past few months, but with the rise of digital payments comes a rise in threats from bad actors. As you think about cybersecurity, keep an eye out for these five cyber trends. #VisaNavigate #VisaNorthAmerica",Visa,innovative
249," Did you know that Visa cards were used 28 million times per hour in the last quarter (October – December 2021)? That adds up to a LOT of data in a year. Hear from Chuxin Liao, Visa’s senior data scientist, as she explains how data science is used to unlock insights.",Visa,innovative
250," Learning about personal finance at a young age can set students up for success. We joined local Atlanta students alongside community and NFL leaders to host a Financial Football game to promote #FinancialEducation. Learn more below:  Earlier this week I had the honor of getting to know local high school students in my new hometown Atlanta by playing a game of Financial Football together. Alongside the Atlanta Mayor, Public Schools Superintendent and local professional football stars Brandon Copeland, AJ Terrell and Grady Jarrett, we shared real-life money management skills that can help students navigate the rapidly changing digital world we live in.At Visa, we believe all students should have access to financial education. And through powerful partnerships we can create access for all. Together with local community leaders and our partners, we want to help young people better understand the fundamentals of personal finance to help improve their lives and set them up for successful financial futures.With Visa's Atlanta office opening this year, we are excited to deepen our commitment and engagement with the community now and moving forward. #lifeatvisa #atlantaga Learn more about Financial Football and play for yourself here: https://lnkd.in/dYkkAReG",Visa,innovative
251," Today, Visa Foundation announced a $12 million grant to Tipping Point Community, a nonprofit organization committed to addressing homelessness in the San Francisco Bay Area. Visa is proud to support Visa Foundation’s commitment to the critical work of Tipping Point Community to help address the pressing issue of youth homelessness in our community: https://vi.sa/3laGtNw",Visa,innovative
252," Despite small and micro businesses accounting for 99% of Brazilian businesses, less than 1% of the nation’s financial education initiatives address their needs. And Black women are the social group facing the most challenges. Enter Elas Prosperam, a business education and mentorship program promoted by Rede Mulher Empreendedora and supported by Visa. It’s equipping Black women entrepreneurs with the tools they need to thrive. These are just a few stories of the inspirational owners who have leveraged the program to grow and expand their businesses: https://vi.sa/3zgQxMP#SmallBusiness #BlackBusiness #Mentorship",Visa,innovative
253," Kelly Mahon Tullier, Vice Chair, Chief People and Administrative Officer kicked off our Visa Black Scholar’s summit with words of wisdom to encourage scholars to break barriers and achieve their full potential. Read about her personal connection to the program.#LifeAtVisa",Visa,innovative
254," The shift to digital has fueled an #ecommerce boom and fraudsters are taking note. This National #SmallBusinessWeek, shore up your business’ cybersecurity with these 15 tips: https://vi.sa/3803Vdo#NSBW2022",Visa,innovative
255," Meet Visa, a network working for everyone on and off the football field.  As a proud sponsor of the NFL, Visa welcomed our five inaugural associates in September 2021 into the Visa National Football League Business Development Program, where they will hone their talents, potential, and unique leadership skillset in a business setting. Learn more about the program here: https://vi.sa/3Jefqe3",Visa,innovative
